ACTION QUERY 10000 10 human stampede
ACTION SNIPPET 10000 7971 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 7974 SNIPPET_NOT_RELEVANT b'1307595'
ACTION SNIPPET 10000 7977 SNIPPET_NOT_RELEVANT b'774042'
ACTION SNIPPET 10000 7980 SNIPPET_NOT_RELEVANT b'58411'
ACTION SNIPPET 10000 7983 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 7986 SNIPPET_RELEVANT b'1323904'
ACTION DOC 10000 8006 EXAMINING_DOCUMENT b'1323904'
ACTION QUERY 10000 8016 The impact of social media on human stampedes
ACTION SERP 10000 8021 EXAMINE_SERP
ACTION SNIPPET 10000 8024 SNIPPET_NOT_RELEVANT b'1176900'
ACTION SNIPPET 10000 8027 SNIPPET_NOT_RELEVANT b'1361171'
ACTION SNIPPET 10000 8030 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 8033 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 8036 SNIPPET_NOT_RELEVANT b'1312216'
ACTION SNIPPET 10000 8039 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 8042 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 8045 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 8048 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 8051 SEEN_PREVIOUSLY b'1573812'
ACTION SNIPPET 10000 8054 SEEN_PREVIOUSLY b'1292328'
ACTION SNIPPET 10000 8057 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 8060 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 8063 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 8066 SNIPPET_RELEVANT b'1007798'
ACTION DOC 10000 8086 EXAMINING_DOCUMENT b'1007798'
ACTION SNIPPET 10000 8089 SEEN_PREVIOUSLY b'1467232'
ACTION SNIPPET 10000 8092 SEEN_PREVIOUSLY b'367335'
ACTION SNIPPET 10000 8095 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 8098 SNIPPET_RELEVANT b'1190936'
ACTION DOC 10000 8118 EXAMINING_DOCUMENT b'1190936'
ACTION SNIPPET 10000 8121 SNIPPET_NOT_RELEVANT b'557309'
ACTION SNIPPET 10000 8124 SNIPPET_NOT_RELEVANT b'1046416'
ACTION SNIPPET 10000 8127 SNIPPET_RELEVANT b'1002596'
ACTION DOC 10000 8147 EXAMINING_DOCUMENT b'1002596'
ACTION QUERY 10000 8157 Human stampedes in train stations
ACTION SERP 10000 8162 EXAMINE_SERP
ACTION SNIPPET 10000 8165 SEEN_PREVIOUSLY b'868795'
ACTION SNIPPET 10000 8168 SNIPPET_RELEVANT b'485891'
ACTION DOC 10000 8188 EXAMINING_DOCUMENT b'485891'
ACTION SNIPPET 10000 8191 SNIPPET_NOT_RELEVANT b'847815'
ACTION SNIPPET 10000 8194 SEEN_PREVIOUSLY b'506670'
ACTION SNIPPET 10000 8197 SNIPPET_RELEVANT b'177128'
ACTION DOC 10000 8217 EXAMINING_DOCUMENT b'177128'
ACTION SNIPPET 10000 8220 SNIPPET_RELEVANT b'1442586'
ACTION DOC 10000 8240 EXAMINING_DOCUMENT b'1442586'
ACTION SNIPPET 10000 8243 SNIPPET_NOT_RELEVANT b'821938'
ACTION SNIPPET 10000 8246 SNIPPET_NOT_RELEVANT b'776326'
ACTION SNIPPET 10000 8249 SNIPPET_NOT_RELEVANT b'542054'
ACTION SNIPPET 10000 8252 SNIPPET_NOT_RELEVANT b'1575791'
ACTION SNIPPET 10000 8255 SNIPPET_NOT_RELEVANT b'430472'
ACTION SNIPPET 10000 8258 SNIPPET_NOT_RELEVANT b'1586221'
ACTION SNIPPET 10000 8261 SNIPPET_RELEVANT b'317931'
ACTION DOC 10000 8281 EXAMINING_DOCUMENT b'317931'
ACTION QUERY 10000 8291 Comparing human stampedes to animal stampedes
ACTION SERP 10000 8296 EXAMINE_SERP
ACTION SNIPPET 10000 8299 SNIPPET_NOT_RELEVANT b'1182694'
ACTION SNIPPET 10000 8302 SNIPPET_RELEVANT b'931635'
ACTION DOC 10000 8322 EXAMINING_DOCUMENT b'931635'
ACTION SNIPPET 10000 8325 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 8328 SNIPPET_NOT_RELEVANT b'1218036'
ACTION SNIPPET 10000 8331 SNIPPET_NOT_RELEVANT b'1716819'
ACTION SNIPPET 10000 8334 SNIPPET_RELEVANT b'88690'
ACTION DOC 10000 8354 EXAMINING_DOCUMENT b'88690'
ACTION SNIPPET 10000 8357 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 8360 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 8363 SEEN_PREVIOUSLY b'1737053'
ACTION SNIPPET 10000 8366 SEEN_PREVIOUSLY b'580202'
ACTION SNIPPET 10000 8369 SEEN_PREVIOUSLY b'1644967'
ACTION SNIPPET 10000 8372 SEEN_PREVIOUSLY b'681253'
ACTION SNIPPET 10000 8375 SEEN_PREVIOUSLY b'499916'
ACTION SNIPPET 10000 8378 SEEN_PREVIOUSLY b'1731636'
ACTION SNIPPET 10000 8381 SEEN_PREVIOUSLY b'1315862'
ACTION SNIPPET 10000 8384 SEEN_PREVIOUSLY b'1345536'
ACTION SNIPPET 10000 8387 SNIPPET_RELEVANT b'968875'
ACTION DOC 10000 8407 EXAMINING_DOCUMENT b'968875'
ACTION QUERY 10000 8417 Human stampedes in nightclubs
ACTION SERP 10000 8422 EXAMINE_SERP
ACTION SNIPPET 10000 8425 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 8428 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 8431 SEEN_PREVIOUSLY b'729078'
ACTION SNIPPET 10000 8434 SEEN_PREVIOUSLY b'1467232'
ACTION SNIPPET 10000 8437 SEEN_PREVIOUSLY b'1467342'
ACTION SNIPPET 10000 8440 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 8443 SNIPPET_RELEVANT b'1468679'
ACTION DOC 10000 8463 EXAMINING_DOCUMENT b'1468679'
ACTION MARK 10000 8466 CONSIDERED_RELEVANT b'1468679'
ACTION SNIPPET 10000 8469 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 8472 SNIPPET_NOT_RELEVANT b'1830106'
ACTION SNIPPET 10000 8475 SEEN_PREVIOUSLY b'1738401'
ACTION SNIPPET 10000 8478 SNIPPET_NOT_RELEVANT b'1471300'
ACTION SNIPPET 10000 8481 SEEN_PREVIOUSLY b'1466129'
ACTION SNIPPET 10000 8484 SEEN_PREVIOUSLY b'1467690'
ACTION SNIPPET 10000 8487 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 8490 SNIPPET_RELEVANT b'837945'
ACTION DOC 10000 8510 EXAMINING_DOCUMENT b'837945'
ACTION MARK 10000 8513 CONSIDERED_RELEVANT b'837945'
ACTION SNIPPET 10000 8516 SEEN_PREVIOUSLY b'730671'
ACTION SNIPPET 10000 8519 SEEN_PREVIOUSLY b'748718'
ACTION SNIPPET 10000 8522 SNIPPET_RELEVANT b'870548'
ACTION DOC 10000 8542 EXAMINING_DOCUMENT b'870548'
ACTION MARK 10000 8545 CONSIDERED_RELEVANT b'870548'
ACTION SNIPPET 10000 8548 SEEN_PREVIOUSLY b'856586'
ACTION SNIPPET 10000 8551 SEEN_PREVIOUSLY b'729767'
ACTION SNIPPET 10000 8554 SEEN_PREVIOUSLY b'731502'
ACTION SNIPPET 10000 8557 SNIPPET_RELEVANT b'1513699'
ACTION DOC 10000 8577 EXAMINING_DOCUMENT b'1513699'
ACTION MARK 10000 8580 CONSIDERED_RELEVANT b'1513699'
ACTION SNIPPET 10000 8583 SNIPPET_RELEVANT b'837747'
ACTION DOC 10000 8603 EXAMINING_DOCUMENT b'837747'
ACTION MARK 10000 8606 CONSIDERED_RELEVANT b'837747'
ACTION SNIPPET 10000 8609 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 8612 SEEN_PREVIOUSLY b'1477242'
ACTION SNIPPET 10000 8615 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 8618 SEEN_PREVIOUSLY b'1467518'
ACTION SNIPPET 10000 8621 SNIPPET_RELEVANT b'1638688'
ACTION DOC 10000 8641 EXAMINING_DOCUMENT b'1638688'
ACTION MARK 10000 8644 CONSIDERED_RELEVANT b'1638688'
ACTION SNIPPET 10000 8647 SNIPPET_RELEVANT b'1476286'
ACTION DOC 10000 8667 EXAMINING_DOCUMENT b'1476286'
ACTION SNIPPET 10000 8670 SNIPPET_RELEVANT b'1466872'
ACTION DOC 10000 8690 EXAMINING_DOCUMENT b'1466872'
ACTION MARK 10000 8693 CONSIDERED_RELEVANT b'1466872'
ACTION SNIPPET 10000 8696 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 8699 SNIPPET_NOT_RELEVANT b'1466168'
ACTION SNIPPET 10000 8702 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 8705 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 8708 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 8711 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 8714 SEEN_PREVIOUSLY b'1541947'
ACTION SNIPPET 10000 8717 SNIPPET_RELEVANT b'1466375'
ACTION DOC 10000 8737 EXAMINING_DOCUMENT b'1466375'
ACTION MARK 10000 8740 CONSIDERED_RELEVANT b'1466375'
ACTION SNIPPET 10000 8743 SNIPPET_NOT_RELEVANT b'1466826'
ACTION SNIPPET 10000 8746 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 8749 SNIPPET_RELEVANT b'1467796'
ACTION DOC 10000 8769 EXAMINING_DOCUMENT b'1467796'
ACTION MARK 10000 8772 CONSIDERED_RELEVANT b'1467796'
ACTION SNIPPET 10000 8775 SNIPPET_RELEVANT b'1466851'
ACTION DOC 10000 8795 EXAMINING_DOCUMENT b'1466851'
ACTION MARK 10000 8798 CONSIDERED_RELEVANT b'1466851'
ACTION SNIPPET 10000 8801 SEEN_PREVIOUSLY b'1638713'
ACTION SNIPPET 10000 8804 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 8807 SNIPPET_RELEVANT b'1510468'
ACTION DOC 10000 8827 EXAMINING_DOCUMENT b'1510468'
ACTION SNIPPET 10000 8830 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 8833 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 8836 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 8839 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 8842 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 8845 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 8848 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 8851 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 8854 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 8857 SNIPPET_RELEVANT b'1467982'
ACTION DOC 10000 8877 EXAMINING_DOCUMENT b'1467982'
ACTION SNIPPET 10000 8880 SNIPPET_RELEVANT b'205814'
ACTION DOC 10000 8900 EXAMINING_DOCUMENT b'205814'
ACTION SNIPPET 10000 8903 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 8906 SEEN_PREVIOUSLY b'369520'
ACTION SNIPPET 10000 8909 SNIPPET_RELEVANT b'1039279'
ACTION DOC 10000 8929 EXAMINING_DOCUMENT b'1039279'
ACTION QUERY 10000 8939 Human stampedes in schools
ACTION SERP 10000 8944 EXAMINE_SERP
ACTION SNIPPET 10000 8947 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 8950 SEEN_PREVIOUSLY b'204418'
ACTION SNIPPET 10000 8953 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 8956 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 8959 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 8962 SEEN_PREVIOUSLY b'368880'
ACTION SNIPPET 10000 8965 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 8968 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 8971 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 8974 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 8977 SNIPPET_RELEVANT b'1278221'
ACTION DOC 10000 8997 EXAMINING_DOCUMENT b'1278221'
ACTION SNIPPET 10000 9000 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 9003 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 9006 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 9009 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 9012 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 9015 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 9018 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 9021 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 9024 SNIPPET_RELEVANT b'706985'
ACTION DOC 10000 9044 EXAMINING_DOCUMENT b'706985'
ACTION SNIPPET 10000 9047 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 9050 SEEN_PREVIOUSLY b'365725'
ACTION QUERY 10000 9060 The role of leadership in preventing human stampedes
ACTION SERP 10000 9065 EXAMINE_SERP
ACTION SNIPPET 10000 9068 SEEN_PREVIOUSLY b'1731810'
ACTION SNIPPET 10000 9071 SNIPPET_NOT_RELEVANT b'635978'
ACTION SNIPPET 10000 9074 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 9077 SNIPPET_RELEVANT b'939065'
ACTION DOC 10000 9097 EXAMINING_DOCUMENT b'939065'
ACTION SNIPPET 10000 9100 SNIPPET_NOT_RELEVANT b'514489'
ACTION SNIPPET 10000 9103 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 9106 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 9109 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 9112 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 9115 SNIPPET_NOT_RELEVANT b'1173116'
ACTION SNIPPET 10000 9118 SEEN_PREVIOUSLY b'868795'
ACTION SNIPPET 10000 9121 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 9124 SEEN_PREVIOUSLY b'619444'
ACTION SNIPPET 10000 9127 SEEN_PREVIOUSLY b'1426186'
ACTION SNIPPET 10000 9130 SNIPPET_RELEVANT b'498899'
ACTION DOC 10000 9150 EXAMINING_DOCUMENT b'498899'
ACTION SNIPPET 10000 9153 SNIPPET_NOT_RELEVANT b'595321'
ACTION SNIPPET 10000 9156 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 9159 SNIPPET_NOT_RELEVANT b'1167508'
ACTION SNIPPET 10000 9162 SNIPPET_NOT_RELEVANT b'1680635'
ACTION SNIPPET 10000 9165 SNIPPET_RELEVANT b'403891'
ACTION DOC 10000 9185 EXAMINING_DOCUMENT b'403891'
ACTION QUERY 10000 9195 Human stampedes in public places
ACTION SERP 10000 9200 EXAMINE_SERP
ACTION SNIPPET 10000 9203 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 9206 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 9209 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 9212 SEEN_PREVIOUSLY b'1477242'
ACTION SNIPPET 10000 9215 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 9218 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 9221 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 9224 SEEN_PREVIOUSLY b'1573812'
ACTION SNIPPET 10000 9227 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 9230 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 9233 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 9236 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 9239 SEEN_PREVIOUSLY b'501130'
ACTION SNIPPET 10000 9242 SEEN_PREVIOUSLY b'501017'
ACTION SNIPPET 10000 9245 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 9248 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 9251 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 9254 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 9257 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 9260 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 9263 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 9266 SEEN_PREVIOUSLY b'1731810'
ACTION SNIPPET 10000 9269 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 9272 SEEN_PREVIOUSLY b'1076546'
ACTION SNIPPET 10000 9275 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 9278 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 9281 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 9284 SEEN_PREVIOUSLY b'868795'
ACTION SNIPPET 10000 9287 SEEN_PREVIOUSLY b'1466129'
ACTION SNIPPET 10000 9290 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 9293 SNIPPET_RELEVANT b'1699901'
ACTION DOC 10000 9313 EXAMINING_DOCUMENT b'1699901'
ACTION MARK 10000 9316 CONSIDERED_RELEVANT b'1699901'
ACTION SNIPPET 10000 9319 SEEN_PREVIOUSLY b'497300'
ACTION SNIPPET 10000 9322 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 9325 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 9328 SEEN_PREVIOUSLY b'729767'
ACTION SNIPPET 10000 9331 SEEN_PREVIOUSLY b'1310123'
ACTION SNIPPET 10000 9334 SEEN_PREVIOUSLY b'731502'
ACTION SNIPPET 10000 9337 SNIPPET_NOT_RELEVANT b'121675'
ACTION SNIPPET 10000 9340 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 9343 SEEN_PREVIOUSLY b'497143'
ACTION SNIPPET 10000 9346 SEEN_PREVIOUSLY b'1292328'
ACTION SNIPPET 10000 9349 SEEN_PREVIOUSLY b'174054'
ACTION SNIPPET 10000 9352 SEEN_PREVIOUSLY b'1698784'
ACTION SNIPPET 10000 9355 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 9358 SEEN_PREVIOUSLY b'369520'
ACTION SNIPPET 10000 9361 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 9364 SEEN_PREVIOUSLY b'1738401'
ACTION SNIPPET 10000 9367 SEEN_PREVIOUSLY b'1293154'
ACTION SNIPPET 10000 9370 SEEN_PREVIOUSLY b'748718'
ACTION SNIPPET 10000 9373 SEEN_PREVIOUSLY b'1285941'
ACTION SNIPPET 10000 9376 SNIPPET_RELEVANT b'886619'
ACTION DOC 10000 9396 EXAMINING_DOCUMENT b'886619'
ACTION SNIPPET 10000 9399 SEEN_PREVIOUSLY b'363729'
ACTION SNIPPET 10000 9402 SNIPPET_NOT_RELEVANT b'1466168'
ACTION SNIPPET 10000 9405 SEEN_PREVIOUSLY b'459087'
ACTION SNIPPET 10000 9408 SEEN_PREVIOUSLY b'1426186'
ACTION SNIPPET 10000 9411 SNIPPET_NOT_RELEVANT b'1218036'
ACTION SNIPPET 10000 9414 SEEN_PREVIOUSLY b'1450252'
ACTION SNIPPET 10000 9417 SEEN_PREVIOUSLY b'568876'
ACTION SNIPPET 10000 9420 SNIPPET_RELEVANT b'1515250'
ACTION DOC 10000 9440 EXAMINING_DOCUMENT b'1515250'
ACTION MARK 10000 9443 CONSIDERED_RELEVANT b'1515250'
ACTION SNIPPET 10000 9446 SEEN_PREVIOUSLY b'1061863'
ACTION SNIPPET 10000 9449 SEEN_PREVIOUSLY b'809697'
ACTION SNIPPET 10000 9452 SEEN_PREVIOUSLY b'497598'
ACTION SNIPPET 10000 9455 SNIPPET_NOT_RELEVANT b'925585'
ACTION SNIPPET 10000 9458 SEEN_PREVIOUSLY b'818047'
ACTION SNIPPET 10000 9461 SEEN_PREVIOUSLY b'1699542'
ACTION SNIPPET 10000 9464 SEEN_PREVIOUSLY b'423877'
ACTION SNIPPET 10000 9467 SNIPPET_RELEVANT b'1057296'
ACTION DOC 10000 9487 EXAMINING_DOCUMENT b'1057296'
ACTION SNIPPET 10000 9490 SEEN_PREVIOUSLY b'375728'
ACTION SNIPPET 10000 9493 SEEN_PREVIOUSLY b'619444'
ACTION SNIPPET 10000 9496 SNIPPET_RELEVANT b'873510'
ACTION DOC 10000 9516 EXAMINING_DOCUMENT b'873510'
ACTION SNIPPET 10000 9519 SNIPPET_RELEVANT b'1716987'
ACTION DOC 10000 9539 EXAMINING_DOCUMENT b'1716987'
ACTION SNIPPET 10000 9542 SEEN_PREVIOUSLY b'1019081'
ACTION SNIPPET 10000 9545 SNIPPET_RELEVANT b'695724'
ACTION DOC 10000 9565 EXAMINING_DOCUMENT b'695724'
ACTION QUERY 10000 9575 Human stampedes and cultural factors
ACTION SERP 10000 9580 EXAMINE_SERP
ACTION SNIPPET 10000 9583 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 9586 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 9589 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 9592 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 9595 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 9598 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 9601 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 9604 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 9607 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 9610 SNIPPET_RELEVANT b'1309272'
ACTION DOC 10000 9630 EXAMINING_DOCUMENT b'1309272'
ACTION SNIPPET 10000 9633 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 9636 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 9639 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 9642 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 9645 SEEN_PREVIOUSLY b'423877'
ACTION SNIPPET 10000 9648 SNIPPET_RELEVANT b'1782725'
ACTION DOC 10000 9668 EXAMINING_DOCUMENT b'1782725'
ACTION SNIPPET 10000 9671 SEEN_PREVIOUSLY b'868795'
ACTION SNIPPET 10000 9674 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 9677 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 9680 SNIPPET_NOT_RELEVANT b'220270'
ACTION SNIPPET 10000 9683 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 9686 SEEN_PREVIOUSLY b'769699'
ACTION QUERY 10000 9696 The use of technology in predicting human stampedes
ACTION SERP 10000 9701 EXAMINE_SERP
ACTION SNIPPET 10000 9704 SEEN_PREVIOUSLY b'1183597'
ACTION SNIPPET 10000 9707 SNIPPET_NOT_RELEVANT b'313663'
ACTION SNIPPET 10000 9710 SNIPPET_RELEVANT b'1716819'
ACTION DOC 10000 9730 EXAMINING_DOCUMENT b'1716819'
ACTION SNIPPET 10000 9733 SNIPPET_NOT_RELEVANT b'910962'
ACTION SNIPPET 10000 9736 SNIPPET_RELEVANT b'495632'
ACTION DOC 10000 9756 EXAMINING_DOCUMENT b'495632'
ACTION SNIPPET 10000 9759 SNIPPET_NOT_RELEVANT b'1747542'
ACTION SNIPPET 10000 9762 SNIPPET_RELEVANT b'997910'
ACTION DOC 10000 9782 EXAMINING_DOCUMENT b'997910'
ACTION SNIPPET 10000 9785 SEEN_PREVIOUSLY b'459087'
ACTION SNIPPET 10000 9788 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 9791 SNIPPET_NOT_RELEVANT b'966084'
ACTION SNIPPET 10000 9794 SNIPPET_NOT_RELEVANT b'1159567'
ACTION SNIPPET 10000 9797 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 9800 SNIPPET_NOT_RELEVANT b'485041'
ACTION SNIPPET 10000 9803 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 9806 SEEN_PREVIOUSLY b'127053'
ACTION QUERY 10000 9816 Human stampedes in airports
ACTION SERP 10000 9821 EXAMINE_SERP
ACTION SNIPPET 10000 9824 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 9827 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 9830 SEEN_PREVIOUSLY b'568876'
ACTION SNIPPET 10000 9833 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 9836 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 9839 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 9842 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 9845 SNIPPET_NOT_RELEVANT b'1224105'
ACTION SNIPPET 10000 9848 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 9851 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 9854 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 9857 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 9860 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 9863 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 9866 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 9869 SNIPPET_NOT_RELEVANT b'721604'
ACTION SNIPPET 10000 9872 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 9875 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 9878 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 9881 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 9884 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 9887 SEEN_PREVIOUSLY b'873510'
ACTION SNIPPET 10000 9890 SNIPPET_RELEVANT b'1595959'
ACTION DOC 10000 9910 EXAMINING_DOCUMENT b'1595959'
ACTION SNIPPET 10000 9913 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 9916 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 9919 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 9922 SEEN_PREVIOUSLY b'700166'
ACTION SNIPPET 10000 9925 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 9928 SNIPPET_RELEVANT b'64001'
ACTION DOC 10000 9948 EXAMINING_DOCUMENT b'64001'
ACTION MARK 10000 9951 CONSIDERED_RELEVANT b'64001'
ACTION SNIPPET 10000 9954 SEEN_PREVIOUSLY b'1738401'
ACTION SNIPPET 10000 9957 SNIPPET_RELEVANT b'1412135'
ACTION DOC 10000 9977 EXAMINING_DOCUMENT b'1412135'
ACTION SNIPPET 10000 9980 SEEN_PREVIOUSLY b'174054'
ACTION SNIPPET 10000 9983 SEEN_PREVIOUSLY b'381113'
